index,Time,Open,High,Low,Close,Daily,Range,ADR,ADR_min,Fractal,Swing_Price,Swing_Type,Hour,Swing_Difference,Time_Difference,Retracement,pip_move,end_index,Swing_Length,Next_Swing,Largest_bar
69262,2017-12-19 11:15:00,1.18025,1.18045,1.17905,1.17958,2017-12-19 00:00:00,0.0014,0.001773,0.00355,D,1.17905,F,11,-0.00278,0,0.63908046,0.00278,69280,3,T,0.00207
69280,2017-12-19 15:45:00,1.18245,1.18316,1.18232,1.18261,2017-12-19 00:00:00,0.00084,0.001773,0.00355,U,1.18316,T,15,0.00411,0,1.478417266,0.00411,69283,18,S,0.00207
69283,2017-12-19 16:30:00,1.18179,1.18203,1.18043,1.18093,2017-12-19 00:00:00,0.0016,0.001773,0.00355,D,1.18043,S,16,-0.00273,0,0.664233577,0.00273,69287,3,F,0.00243
69287,2017-12-19 17:30:00,1.18197,1.18284,1.18168,1.1827,2017-12-19 00:00:00,0.00116,0.001773,0.00355,U,1.18284,F,17,0.00241,0,0.882783883,0.00241,69289,4,F,0.00243
69289,2017-12-19 18:00:00,1.18092,1.18124,1.18044,1.18101,2017-12-19 00:00:00,0.0008,0.001773,0.00355,D,1.18044,F,18,-0.0024,0,0.995850622,0.0024,69298,2,T,0.00239
69298,2017-12-19 20:15:00,1.18362,1.18485,1.1836,1.18446,2017-12-19 00:00:00,0.00125,0.001773,0.00355,U,1.18485,T,20,0.00441,0,1.8375,0.00441,69349,9,S,0.00239
69349,2017-12-20 09:00:00,1.18287,1.1835,1.18283,1.18348,2017-12-20 00:00:00,0.00067,0.00176425,0.00353,D,1.18283,S,9,-0.00202,1,0.458049887,0.00202,69355,51,T,0.0021
69355,2017-12-20 10:30:00,1.18496,1.18531,1.18439,1.18498,2017-12-20 00:00:00,0.00092,0.00176425,0.00353,U,1.18531,T,10,0.00248,0,1.227722772,0.00248,69361,6,S,0.00189
69361,2017-12-20 12:00:00,1.1837,1.184,1.18351,1.18388,2017-12-20 00:00:00,0.00049,0.00176425,0.00353,D,1.18351,S,12,-0.0018,0,0.725806452,0.0018,69363,6,T,0.00189
69363,2017-12-20 12:30:00,1.18517,1.18574,1.18454,1.18469,2017-12-20 00:00:00,0.0012,0.00176425,0.00353,U,1.18574,T,12,0.00223,0,1.238888889,0.00223,69369,2,E,0.00185
69369,2017-12-20 14:00:00,1.18359,1.18401,1.18319,1.18362,2017-12-20 00:00:00,0.00082,0.00176425,0.00353,D,1.18319,E,14,-0.00255,0,1.143497758,0.00255,69384,6,E,0.00185
69384,2017-12-20 17:45:00,1.18994,1.19012,1.18814,1.18826,2017-12-20 00:00:00,0.00198,0.00176425,0.00353,U,1.19012,E,17,0.00693,0,2.717647059,0.00693,69438,15,S,0.00325
69438,2017-12-21 07:15:00,1.18645,1.18656,1.18625,1.18637,2017-12-21 00:00:00,0.00031,0.00177775,0.00356,D,1.18625,S,7,-0.00387,1,0.558441558,0.00387,69458,54,F,0.00247
69458,2017-12-21 12:15:00,1.18827,1.18893,1.18815,1.1884,2017-12-21 00:00:00,0.00078,0.00177775,0.00356,U,1.18893,F,12,0.00268,0,0.69250646,0.00268,69468,20,T,0.00159
69468,2017-12-21 14:45:00,1.18553,1.18625,1.18506,1.18623,2017-12-21 00:00:00,0.00119,0.00177775,0.00356,D,1.18506,T,14,-0.00387,0,1.444029851,0.00387,69471,10,S,0.00159
69471,2017-12-21 15:30:00,1.18569,1.18705,1.18557,1.18687,2017-12-21 00:00:00,0.00148,0.00177775,0.00356,U,1.18705,S,15,0.00199,0,0.514211886,0.00199,69473,3,T,0.00157
69473,2017-12-21 16:00:00,1.18579,1.18604,1.18486,1.18504,2017-12-21 00:00:00,0.00118,0.00177775,0.00356,D,1.18486,T,16,-0.00219,0,1.100502513,0.00219,69482,2,E,0.00207
69482,2017-12-21 18:15:00,1.18673,1.18786,1.18669,1.18738,2017-12-21 00:00:00,0.00117,0.00177775,0.00356,U,1.18786,E,18,0.003,0,1.369863014,0.003,69514,9,E,0.00207
69514,2017-12-22 02:15:00,1.18302,1.18412,1.18163,1.18348,2017-12-22 00:00:00,0.00249,0.001774,0.00355,D,1.18163,E,2,-0.00623,0,2.076666667,0.00623,69550,32,S,0.00376
69550,2017-12-22 11:15:00,1.18529,1.18614,1.18514,1.18588,2017-12-22 00:00:00,0.001,0.001774,0.00355,U,1.18614,S,11,0.00451,0,0.723916533,0.00451,69575,36,F,0.00363
69575,2017-12-22 17:30:00,1.18295,1.18371,1.18279,1.18342,2017-12-22 00:00:00,0.00092,0.001774,0.00355,D,1.18279,F,17,-0.00335,0,0.742793792,0.00335,69642,25,T,0.00223
69642,2017-12-26 10:15:00,1.18714,1.18748,1.18702,1.18703,2017-12-26 00:00:00,0.00046,0.00180425,0.00361,U,1.18748,T,10,0.00469,4,1.4,0.00469,69660,67,S,0.00148
69660,2017-12-26 14:45:00,1.1847,1.1849,1.18458,1.18458,2017-12-26 00:00:00,0.00032,0.00180425,0.00361,D,1.18458,S,14,-0.0029,0,0.618336887,0.0029,69669,18,T,0.00139
69669,2017-12-26 17:00:00,1.18766,1.18781,1.18687,1.18707,2017-12-26 00:00:00,0.00094,0.00180425,0.00361,U,1.18781,T,17,0.00323,0,1.113793103,0.00323,69705,9,S,0.00135
69705,2017-12-27 02:00:00,1.18566,1.18581,1.18544,1.18558,2017-12-27 00:00:00,0.00037,0.001765,0.00353,D,1.18544,S,2,-0.00237,0,0.73374613,0.00237,69731,36,T,0.00123
69731,2017-12-27 08:30:00,1.18836,1.18844,1.18787,1.18803,2017-12-27 00:00:00,0.00057,0.001765,0.00353,U,1.18844,T,8,0.003,0,1.265822785,0.003,69736,26,S,0.00148
69736,2017-12-27 09:45:00,1.18687,1.187,1.18638,1.18671,2017-12-27 00:00:00,0.00062,0.001765,0.00353,D,1.18638,S,9,-0.00206,0,0.686666667,0.00206,69765,5,T,0.0014
69765,2017-12-27 17:00:00,1.19059,1.19095,1.18995,1.19016,2017-12-27 00:00:00,0.001,0.001765,0.00353,U,1.19095,T,17,0.00457,0,2.218446602,0.00457,69769,29,S,0.00148
69769,2017-12-27 18:00:00,1.18941,1.18946,1.18848,1.18907,2017-12-27 00:00:00,0.00098,0.001765,0.00353,D,1.18848,S,18,-0.00247,0,0.5404814,0.00247,69779,4,F,0.00247
69779,2017-12-27 20:30:00,1.19009,1.1903,1.19,1.19015,2017-12-27 00:00:00,0.0003,0.001765,0.00353,U,1.1903,F,20,0.00182,0,0.736842105,0.00182,69792,10,T,0.00247
69792,2017-12-27 23:45:00,1.18895,1.18896,1.18837,1.18863,2017-12-27 00:00:00,0.00059,0.001765,0.00353,D,1.18837,T,23,-0.00193,0,1.06043956,0.00193,69834,13,E,0.00086
69834,2017-12-28 10:15:00,1.19445,1.19463,1.19396,1.19441,2017-12-28 00:00:00,0.00067,0.001714,0.00343,U,1.19463,E,10,0.00626,0,3.243523316,0.00626,69844,42,S,0.00165
69844,2017-12-28 12:45:00,1.19251,1.1932,1.19227,1.19305,2017-12-28 00:00:00,0.00093,0.001714,0.00343,D,1.19227,S,12,-0.00236,0,0.376996805,0.00236,69876,10,T,0.00117
69876,2017-12-28 20:45:00,1.19573,1.19585,1.19564,1.19574,2017-12-28 00:00:00,0.00021,0.001714,0.00343,U,1.19585,T,20,0.00358,0,1.516949153,0.00358,69891,32,S,0.00146
69891,2017-12-29 00:30:00,1.19445,1.1946,1.19356,1.1937,2017-12-29 00:00:00,0.00104,0.00164075,0.00328,D,1.19356,S,0,-0.00229,0,0.639664804,0.00229,69967,15,T,0.00086
69967,2017-12-29 19:30:00,1.20238,1.20252,1.20191,1.20216,2017-12-29 00:00:00,0.00061,0.00164075,0.00328,U,1.20252,T,19,0.00896,1,3.912663755,0.00896,69984,76,S,0.00207
69984,2017-12-29 23:45:00,1.19962,1.20094,1.19917,1.20025,2017-12-29 00:00:00,0.00177,0.00164075,0.00328,D,1.19917,S,23,-0.00335,0,0.373883929,0.00335,70033,17,T,0.00142
70033,2018-01-02 12:00:00,1.20698,1.2077,1.2066,1.20668,2018-01-02 00:00:00,0.0011,0.00163525,0.00327,U,1.2077,T,12,0.00853,4,2.546268657,0.00853,70034,49,S,0.00216
70034,2018-01-02 12:15:00,1.20667,1.20682,1.20604,1.20679,2018-01-02 00:00:00,0.00078,0.00163525,0.00327,D,1.20604,S,12,-0.00166,0,0.194607268,0.00166,70036,1,T,0.00197
70036,2018-01-02 12:45:00,1.20769,1.20803,1.20657,1.20675,2018-01-02 00:00:00,0.00146,0.00163525,0.00327,U,1.20803,T,12,0.00199,0,1.198795181,0.00199,70055,2,E,0.00188
70055,2018-01-02 17:30:00,1.20316,1.2033,1.20256,1.20307,2018-01-02 00:00:00,0.00074,0.00163525,0.00327,D,1.20256,E,17,-0.00547,0,2.748743719,0.00547,70060,19,S,0.00197
70060,2018-01-02 18:45:00,1.20515,1.20585,1.20463,1.20484,2018-01-02 00:00:00,0.00122,0.00163525,0.00327,U,1.20585,S,18,0.00329,0,0.601462523,0.00329,70064,5,F,0.00224
70064,2018-01-02 19:45:00,1.20484,1.20493,1.20406,1.20441,2018-01-02 00:00:00,0.00087,0.00163525,0.00327,D,1.20406,F,19,-0.00179,0,0.544072948,0.00179,70087,4,T,0.00146
70087,2018-01-03 01:30:00,1.20634,1.20655,1.20627,1.20642,2018-01-03 00:00:00,0.00028,0.00167625,0.00335,U,1.20655,T,1,0.00249,0,1.391061453,0.00249,70101,23,S,0.00095
70101,2018-01-03 05:00:00,1.20417,1.20446,1.20412,1.20433,2018-01-03 00:00:00,0.00034,0.00167625,0.00335,D,1.20412,S,5,-0.00243,0,0.975903614,0.00243,70115,14,F,0.00144
70115,2018-01-03 08:30:00,1.20552,1.20603,1.20549,1.20592,2018-01-03 00:00:00,0.00054,0.00167625,0.00335,U,1.20603,F,8,0.00191,0,0.78600823,0.00191,70134,14,T,0.0009
70134,2018-01-03 13:15:00,1.2015,1.20165,1.20101,1.2015,2018-01-03 00:00:00,0.00064,0.00167625,0.00335,D,1.20101,T,13,-0.00502,0,2.628272251,0.00502,70144,19,S,0.00243
70144,2018-01-03 15:45:00,1.20279,1.20344,1.20265,1.20321,2018-01-03 00:00:00,0.00079,0.00167625,0.00335,U,1.20344,S,15,0.00243,0,0.484063745,0.00243,70150,10,T,0.00107
70150,2018-01-03 17:15:00,1.20082,1.20098,1.20027,1.20045,2018-01-03 00:00:00,0.00071,0.00167625,0.00335,D,1.20027,T,17,-0.00317,0,1.304526749,0.00317,70156,6,S,0.00156
70156,2018-01-03 18:45:00,1.20263,1.2032,1.20243,1.20292,2018-01-03 00:00:00,0.00077,0.00167625,0.00335,U,1.2032,S,18,0.00293,0,0.924290221,0.00293,70165,6,T,0.00209
70165,2018-01-03 21:00:00,1.20268,1.20293,1.20006,1.20085,2018-01-03 00:00:00,0.00287,0.00167625,0.00335,D,1.20006,T,21,-0.00314,0,1.071672355,0.00314,70211,9,E,0.00284
70211,2018-01-04 08:30:00,1.2029,1.20376,1.20262,1.20307,2018-01-04 00:00:00,0.00114,0.0015975,0.00319,U,1.20376,E,8,0.0037,0,1.178343949,0.0037,70217,46,S,0.00284
70217,2018-01-04 10:00:00,1.20277,1.20294,1.20209,1.20267,2018-01-04 00:00:00,0.00085,0.0015975,0.00319,D,1.20209,S,10,-0.00167,0,0.451351351,0.00167,70235,6,T,0.00165
70235,2018-01-04 14:30:00,1.20637,1.20739,1.20624,1.20656,2018-01-04 00:00:00,0.00115,0.0015975,0.00319,U,1.20739,T,14,0.0053,0,3.173652695,0.0053,70238,18,S,0.00181
70238,2018-01-04 15:15:00,1.2064,1.20731,1.20546,1.20632,2018-01-04 00:00:00,0.00185,0.0015975,0.00319,D,1.20546,S,15,-0.00193,0,0.364150943,0.00193,70246,3,T,0.00155
70246,2018-01-04 17:15:00,1.20867,1.2088,1.2081,1.2081,2018-01-04 00:00:00,0.0007,0.0015975,0.00319,U,1.2088,T,17,0.00334,0,1.730569948,0.00334,70252,8,S,0.00243
70252,2018-01-04 18:45:00,1.20663,1.20663,1.206,1.20625,2018-01-04 00:00:00,0.00063,0.0015975,0.00319,D,1.206,S,18,-0.0028,0,0.838323353,0.0028,70257,6,F,0.00211
70257,2018-01-04 20:00:00,1.20737,1.20798,1.20728,1.20756,2018-01-04 00:00:00,0.0007,0.0015975,0.00319,U,1.20798,F,20,0.00198,0,0.707142857,0.00198,70260,5,F,0.00167
70260,2018-01-04 20:45:00,1.20629,1.20644,1.20601,1.20644,2018-01-04 00:00:00,0.00043,0.0015975,0.00319,D,1.20601,F,20,-0.00197,0,0.994949495,0.00197,70284,3,F,0.00168
70284,2018-01-05 02:45:00,1.20754,1.20789,1.20723,1.20766,2018-01-05 00:00:00,0.00066,0.00162675,0.00325,U,1.20789,F,2,0.00188,0,0.954314721,0.00188,70320,24,T,0.00119
70320,2018-01-05 11:45:00,1.20468,1.2047,1.20409,1.20448,2018-01-05 00:00:00,0.00061,0.00162675,0.00325,D,1.20409,T,11,-0.0038,0,2.021276596,0.0038,70335,36,E,0.00162
70335,2018-01-05 15:30:00,1.20493,1.2082,1.20489,1.206,2018-01-05 00:00:00,0.00331,0.00162675,0.00325,U,1.2082,E,15,0.00411,0,1.081578947,0.00411,70338,15,E,0.00375
70338,2018-01-05 16:15:00,1.20332,1.20352,1.20243,1.20272,2018-01-05 00:00:00,0.00109,0.00162675,0.00325,D,1.20243,E,16,-0.00577,0,1.403892944,0.00577,70342,3,S,0.00375
70342,2018-01-05 17:15:00,1.20384,1.20439,1.20344,1.20366,2018-01-05 00:00:00,0.00095,0.00162675,0.00325,U,1.20439,S,17,0.00196,0,0.339688042,0.00196,70343,4,T,0.00309
70343,2018-01-05 17:30:00,1.20365,1.20373,1.20199,1.2021,2018-01-05 00:00:00,0.00174,0.00162675,0.00325,D,1.20199,T,17,-0.0024,0,1.224489796,0.0024,70359,1,E,0.0024
70359,2018-01-05 21:30:00,1.20475,1.20503,1.20472,1.20483,2018-01-05 00:00:00,0.00031,0.00162675,0.00325,U,1.20503,E,21,0.00304,0,1.266666667,0.00304,70369,16,S,0.0024
70369,2018-01-08 00:00:00,1.20266,1.2035,1.20261,1.20304,2018-01-08 00:00:00,0.00089,0.00159975,0.0032,D,1.20261,S,0,-0.00242,2,0.796052632,0.00242,70382,10,T,0.00105
70382,2018-01-08 03:15:00,1.20471,1.20516,1.20459,1.20461,2018-01-08 00:00:00,0.00057,0.00159975,0.0032,U,1.20516,T,3,0.00255,0,1.053719008,0.00255,70412,13,E,0.00117
70412,2018-01-08 10:45:00,1.19868,1.19901,1.19827,1.19901,2018-01-08 00:00:00,0.00074,0.00159975,0.0032,D,1.19827,E,10,-0.00689,0,2.701960784,0.00689,70420,30,S,0.00202
70420,2018-01-08 12:45:00,1.20028,1.20087,1.20013,1.20031,2018-01-08 00:00:00,0.00074,0.00159975,0.0032,U,1.20087,S,12,0.0026,0,0.377358491,0.0026,70438,8,T,0.0016
70438,2018-01-08 17:15:00,1.19617,1.1964,1.19585,1.19631,2018-01-08 00:00:00,0.00055,0.00159975,0.0032,D,1.19585,T,17,-0.00502,0,1.930769231,0.00502,70442,18,S,0.0019
70442,2018-01-08 18:15:00,1.19757,1.19815,1.19748,1.1977,2018-01-08 00:00:00,0.00067,0.00159975,0.0032,U,1.19815,S,18,0.0023,0,0.458167331,0.0023,70454,4,T,0.00158
70454,2018-01-08 21:15:00,1.19594,1.19619,1.1955,1.19606,2018-01-08 00:00:00,0.00069,0.00159975,0.0032,D,1.1955,T,21,-0.00265,0,1.152173913,0.00265,70481,12,S,0.00134
70481,2018-01-09 04:00:00,1.19664,1.19749,1.19663,1.19699,2018-01-09 00:00:00,0.00086,0.0017395,0.00348,U,1.19749,S,4,0.00199,0,0.750943396,0.00199,70499,27,T,0.00137
70499,2018-01-09 08:30:00,1.19629,1.19632,1.19509,1.19537,2018-01-09 00:00:00,0.00123,0.0017395,0.00348,D,1.19509,T,8,-0.0024,0,1.206030151,0.0024,70501,18,S,0.00136
70501,2018-01-09 09:00:00,1.19553,1.19702,1.1955,1.1965,2018-01-09 00:00:00,0.00152,0.0017395,0.00348,U,1.19702,S,9,0.00193,0,0.804166667,0.00193,70527,2,T,0.00172
70527,2018-01-09 15:30:00,1.19236,1.19262,1.19149,1.19208,2018-01-09 00:00:00,0.00113,0.0017395,0.00348,D,1.19149,T,15,-0.00553,0,2.865284974,0.00553,70581,26,S,0.00204
70581,2018-01-10 05:00:00,1.19473,1.19487,1.19464,1.19465,2018-01-10 00:00:00,0.00023,0.001743,0.00349,U,1.19487,S,5,0.00338,1,0.611211573,0.00338,70596,54,F,0.00177
70596,2018-01-10 08:45:00,1.19246,1.19291,1.19226,1.19284,2018-01-10 00:00:00,0.00065,0.001743,0.00349,D,1.19226,F,8,-0.00261,0,0.772189349,0.00261,70602,15,T,0.00149
70602,2018-01-10 10:15:00,1.19438,1.19546,1.19433,1.19501,2018-01-10 00:00:00,0.00113,0.001743,0.00349,U,1.19546,T,10,0.0032,0,1.22605364,0.0032,70610,6,S,0.0021
70610,2018-01-10 12:15:00,1.19372,1.19442,1.19309,1.19381,2018-01-10 00:00:00,0.00133,0.001743,0.00349,D,1.19309,S,12,-0.00237,0,0.740625,0.00237,70613,8,T,0.0021
70613,2018-01-10 13:00:00,1.19938,1.20109,1.19935,1.19967,2018-01-10 00:00:00,0.00174,0.001743,0.00349,U,1.20109,T,13,0.008,0,3.375527426,0.008,70614,3,S,0.00662
70614,2018-01-10 13:15:00,1.19967,1.20018,1.19864,1.19957,2018-01-10 00:00:00,0.00154,0.001743,0.00349,D,1.19864,S,13,-0.00245,0,0.30625,0.00245,70617,1,T,0.00281
70617,2018-01-10 14:00:00,1.2005,1.20174,1.2005,1.20063,2018-01-10 00:00:00,0.00124,0.001743,0.00349,U,1.20174,T,14,0.0031,0,1.265306122,0.0031,70627,3,E,0.00288
70627,2018-01-10 16:30:00,1.19955,1.19957,1.19723,1.19772,2018-01-10 00:00:00,0.00234,0.001743,0.00349,D,1.19723,E,16,-0.00451,0,1.45483871,0.00451,70629,10,S,0.00341
70629,2018-01-10 17:00:00,1.19851,1.19959,1.19836,1.19913,2018-01-10 00:00:00,0.00123,0.001743,0.00349,U,1.19959,S,17,0.00236,0,0.523281596,0.00236,70645,2,T,0.00341
70645,2018-01-10 21:00:00,1.19578,1.19588,1.19399,1.19439,2018-01-10 00:00:00,0.00189,0.001743,0.00349,D,1.19399,T,21,-0.0056,0,2.372881356,0.0056,70649,16,S,0.0021
70649,2018-01-10 22:00:00,1.1957,1.19648,1.1954,1.19568,2018-01-10 00:00:00,0.00108,0.001743,0.00349,U,1.19648,S,22,0.00249,0,0.444642857,0.00249,70657,4,F,0.0021
70657,2018-01-11 00:00:00,1.19461,1.195,1.19457,1.19497,2018-01-11 00:00:00,0.00043,0.00189925,0.0038,D,1.19457,F,0,-0.00191,0,0.767068273,0.00191,70677,8,T,0.00166
70677,2018-01-11 05:00:00,1.19659,1.19694,1.19656,1.19663,2018-01-11 00:00:00,0.00038,0.00189925,0.0038,U,1.19694,T,5,0.00237,0,1.240837696,0.00237,70698,20,E,0.00133
70698,2018-01-11 10:15:00,1.19384,1.19405,1.19286,1.19322,2018-01-11 00:00:00,0.00119,0.00189925,0.0038,D,1.19286,E,10,-0.00408,0,1.721518987,0.00408,70725,21,E,0.00221
70725,2018-01-11 17:00:00,1.20471,1.20585,1.20439,1.20569,2018-01-11 00:00:00,0.00146,0.00189925,0.0038,U,1.20585,E,17,0.01299,0,3.183823529,0.01299,70748,27,S,0.00765
70748,2018-01-11 22:45:00,1.203,1.2031,1.20268,1.203,2018-01-11 00:00:00,0.00042,0.00189925,0.0038,D,1.20268,S,22,-0.00317,0,0.244033872,0.00317,70762,23,T,0.00228
70762,2018-01-12 02:15:00,1.20624,1.20659,1.20569,1.20571,2018-01-12 00:00:00,0.0009,0.00208625,0.00417,U,1.20659,T,2,0.00391,0,1.233438486,0.00391,70784,14,S,0.00299
70784,2018-01-12 07:45:00,1.20429,1.20462,1.20394,1.20435,2018-01-12 00:00:00,0.00068,0.00208625,0.00417,D,1.20394,S,7,-0.00265,0,0.677749361,0.00265,70791,22,T,0.00252
70791,2018-01-12 09:30:00,1.20578,1.20752,1.20542,1.20667,2018-01-12 00:00:00,0.0021,0.00208625,0.00417,U,1.20752,T,9,0.00358,0,1.350943396,0.00358,70793,7,S,0.00197
70793,2018-01-12 10:00:00,1.2062,1.20658,1.20515,1.20628,2018-01-12 00:00:00,0.00143,0.00208625,0.00417,D,1.20515,S,10,-0.00237,0,0.662011173,0.00237,70799,2,T,0.00197
70799,2018-01-12 11:30:00,1.21284,1.21366,1.2127,1.21291,2018-01-12 00:00:00,0.00096,0.00208625,0.00417,U,1.21366,T,11,0.00851,0,3.5907173,0.00851,70802,6,S,0.00585
70802,2018-01-12 12:15:00,1.21184,1.21196,1.21138,1.21148,2018-01-12 00:00:00,0.00058,0.00208625,0.00417,D,1.21138,S,12,-0.00228,0,0.267920094,0.00228,70815,3,T,0.00173
70815,2018-01-12 15:30:00,1.21379,1.21478,1.21114,1.21137,2018-01-12 00:00:00,0.00364,0.00208625,0.00417,U,1.21478,T,15,0.0034,0,1.49122807,0.0034,70817,13,E,0.00308
70817,2018-01-12 16:00:00,1.21193,1.21285,1.21107,1.21247,2018-01-12 00:00:00,0.00178,0.00208625,0.00417,D,1.21107,E,16,-0.00371,0,1.091176471,0.00371,70826,2,E,0.0034
70826,2018-01-12 18:15:00,1.21415,1.21554,1.21401,1.2153,2018-01-12 00:00:00,0.00153,0.00208625,0.00417,U,1.21554,E,18,0.00447,0,1.204851752,0.00447,70827,9,S,0.00373
70827,2018-01-12 18:30:00,1.2153,1.21534,1.21213,1.21326,2018-01-12 00:00:00,0.00321,0.00208625,0.00417,D,1.21213,S,18,-0.00341,0,0.762863535,0.00341,70878,1,T,0.00341
70878,2018-01-15 07:15:00,1.22106,1.22395,1.221,1.22247,2018-01-15 00:00:00,0.00295,0.00237375,0.00475,U,1.22395,T,7,0.01182,3,3.46627566,0.01182,70888,51,S,0.00379
70888,2018-01-15 09:45:00,1.22037,1.22136,1.22007,1.2211,2018-01-15 00:00:00,0.00129,0.00237375,0.00475,D,1.22007,S,9,-0.00388,0,0.328257191,0.00388,70899,10,T,0.00323
70899,2018-01-15 12:30:00,1.22854,1.2296,1.22767,1.22773,2018-01-15 00:00:00,0.00193,0.00237375,0.00475,U,1.2296,T,12,0.00953,0,2.456185567,0.00953,70906,11,S,0.00341
70906,2018-01-15 14:15:00,1.22615,1.22622,1.22508,1.22524,2018-01-15 00:00:00,0.00114,0.00237375,0.00475,D,1.22508,S,14,-0.00452,0,0.47429171,0.00452,70914,7,F,0.00341
70914,2018-01-15 16:15:00,1.22901,1.22902,1.22758,1.22779,2018-01-15 00:00:00,0.00144,0.00237375,0.00475,U,1.22902,F,16,0.00394,0,0.871681416,0.00394,70917,8,F,0.00232
70917,2018-01-15 17:00:00,1.22609,1.22648,1.22539,1.22541,2018-01-15 00:00:00,0.00109,0.00237375,0.00475,D,1.22539,F,17,-0.00363,0,0.921319797,0.00363,70921,3,T,0.00251
70921,2018-01-15 18:00:00,1.22589,1.22921,1.22584,1.22723,2018-01-15 00:00:00,0.00337,0.00237375,0.00475,U,1.22921,T,18,0.00382,0,1.052341598,0.00382,70958,4,E,0.00338
70958,2018-01-16 03:15:00,1.22498,1.22544,1.22472,1.22533,2018-01-16 00:00:00,0.00072,0.00242275,0.00485,D,1.22472,E,3,-0.00449,0,1.17539267,0.00449,70979,37,S,0.00338
70979,2018-01-16 08:30:00,1.22665,1.2283,1.22664,1.22739,2018-01-16 00:00:00,0.00166,0.00242275,0.00485,U,1.2283,S,8,0.00358,0,0.797327394,0.00358,70981,21,T,0.00222
70981,2018-01-16 09:00:00,1.22664,1.22671,1.22152,1.22276,2018-01-16 00:00:00,0.00519,0.00242275,0.00485,D,1.22152,T,9,-0.00678,0,1.893854749,0.00678,70985,2,S,0.00606
70985,2018-01-16 10:00:00,1.22458,1.22672,1.22443,1.22578,2018-01-16 00:00:00,0.00229,0.00242275,0.00485,U,1.22672,S,10,0.0052,0,0.766961652,0.0052,70996,4,T,0.00606
70996,2018-01-16 12:45:00,1.22102,1.22138,1.22008,1.22124,2018-01-16 00:00:00,0.0013,0.00242275,0.00485,D,1.22008,T,12,-0.00664,0,1.276923077,0.00664,71004,11,S,0.00375
71004,2018-01-16 14:45:00,1.22334,1.22401,1.22304,1.22317,2018-01-16 00:00:00,0.00097,0.00242275,0.00485,U,1.22401,S,14,0.00393,0,0.59186747,0.00393,71009,8,T,0.00375
71009,2018-01-16 16:00:00,1.22176,1.22182,1.21945,1.22004,2018-01-16 00:00:00,0.00237,0.00242275,0.00485,D,1.21945,T,16,-0.00456,0,1.160305344,0.00456,71030,5,E,0.00296
71030,2018-01-16 21:15:00,1.2268,1.22801,1.22676,1.22781,2018-01-16 00:00:00,0.00125,0.00242275,0.00485,U,1.22801,E,21,0.00856,0,1.877192982,0.00856,71040,21,S,0.00296
71040,2018-01-16 23:45:00,1.22588,1.22594,1.22534,1.22591,2018-01-16 00:00:00,0.0006,0.00242275,0.00485,D,1.22534,S,23,-0.00267,0,0.311915888,0.00267,71052,10,T,0.00173
71052,2018-01-17 02:45:00,1.22918,1.23224,1.2285,1.23025,2018-01-17 00:00:00,0.00374,0.00244475,0.00489,U,1.23224,T,2,0.0069,0,2.584269663,0.0069,71080,12,E,0.00559
71080,2018-01-17 09:45:00,1.22146,1.22187,1.22078,1.22169,2018-01-17 00:00:00,0.00109,0.00244475,0.00489,D,1.22078,E,9,-0.01146,0,1.660869565,0.01146,71082,28,S,0.00559
71082,2018-01-17 10:15:00,1.2232,1.22436,1.22309,1.22365,2018-01-17 00:00:00,0.00127,0.00244475,0.00489,U,1.22436,S,10,0.00358,0,0.312390925,0.00358,71084,2,F,0.00309
71084,2018-01-17 10:45:00,1.2223,1.22322,1.22105,1.22262,2018-01-17 00:00:00,0.00217,0.00244475,0.00489,D,1.22105,F,10,-0.00331,0,0.924581006,0.00331,71089,2,T,0.00282
71089,2018-01-17 12:00:00,1.22356,1.22492,1.22348,1.22442,2018-01-17 00:00:00,0.00144,0.00244475,0.00489,U,1.22492,T,12,0.00387,0,1.16918429,0.00387,71101,5,E,0.0027
71101,2018-01-17 15:00:00,1.2209,1.22103,1.21957,1.22027,2018-01-17 00:00:00,0.00146,0.00244475,0.00489,D,1.21957,E,15,-0.00535,0,1.382428941,0.00535,71124,12,E,0.00228
71124,2018-01-17 20:45:00,1.2279,1.22872,1.22755,1.22762,2018-01-17 00:00:00,0.00117,0.00244475,0.00489,U,1.22872,E,20,0.00915,0,1.710280374,0.00915,71140,23,E,0.00268
71140,2018-01-18 00:45:00,1.21767,1.21767,1.21646,1.21647,2018-01-18 00:00:00,0.00121,0.00264775,0.0053,D,1.21646,E,0,-0.01226,0,1.33989071,0.01226,71147,16,S,0.00387
71147,2018-01-18 02:30:00,1.22005,1.22034,1.2184,1.2184,2018-01-18 00:00:00,0.00194,0.00264775,0.0053,U,1.22034,S,2,0.00388,0,0.316476346,0.00388,71160,7,F,0.00246
71160,2018-01-18 05:45:00,1.21815,1.21837,1.21728,1.2179,2018-01-18 00:00:00,0.00109,0.00264775,0.0053,D,1.21728,F,5,-0.00306,0,0.788659794,0.00306,71204,13,T,0.00201
71204,2018-01-18 16:45:00,1.22581,1.22643,1.22556,1.22599,2018-01-18 00:00:00,0.00087,0.00264775,0.0053,U,1.22643,T,16,0.00915,0,2.990196078,0.00915,71209,44,S,0.00253
